,actual_used_bytes,actual_used_pct,swap_free,swap_total,free,swap,bytes_total,bytes_total_norm,swap_norm
10487,5098668032.0,0.5936,4572168192.0,9931096064.0,3490250752.0,0.5396109188215381,8588918784.0,0.13081904707717404,0.6759127957301976
10492,4334211072.0,0.5046,5425541120.0,9931096064.0,4254707712.0,0.4536815387711871,8588918784.0,0.13081904707717404,0.5682782659618998
10508,5445767168.0,0.21130000000000002,23946207232.0,29526859776.0,20322996224.0,0.18900257549690613,25768763392.0,0.3924877107440357,0.23674328066473246
10518,8020140032.0,0.46690000000000004,10929721344.0,19728982016.0,9158705152.0,0.44600682715732065,17178845184.0,0.2616534412973651,0.5586649768263122
10521,6129299456.0,0.2379,23456059392.0,29526859776.0,19639463936.0,0.2056026421385475,25768763392.0,0.3924877107440357,0.25753640597354444
10524,4630568960.0,0.5391,5155704832.0,9931096064.0,3958349824.0,0.4808523853988973,8588918784.0,0.13081904707717404,0.6023122750338432
10528,6260015104.0,0.093,34355539968.0,34355539968.0,52057739264.0,0.0,58317754368.0,0.8882460349158733,0.0
10530,5515116544.0,0.214,23907446784.0,29526859776.0,20253646848.0,0.1903152937572985,25768763392.0,0.3924877107440357,0.23838758221319933
10533,5155311616.0,0.6002000000000001,4512919552.0,9931096064.0,3433607168.0,0.545576890716098,8588918784.0,0.13081904707717404,0.6833857296569357
10544,4438757376.0,0.5168,6574952448.0,11004837888.0,4150161408.0,0.4025398179495654,8588918784.0,0.13081904707717404,0.5042185105097907
10553,5748314112.0,0.22310000000000002,23806222336.0,29526859776.0,20020449280.0,0.1937435095841057,25768763392.0,0.3924877107440357,0.2426817409543239
10559,3339296768.0,0.12440000000000001,27046359040.0,30735253504.0,23503642624.0,0.12002160527226213,26842939392.0,0.4088486386148342,0.1503382083979486
10568,6114164736.0,0.7119000000000001,2723217408.0,10862071808.0,2474754048.0,0.749291161379146,8588918784.0,0.13081904707717404,0.9385567749625204
10569,5586939904.0,0.083,34355539968.0,34355539968.0,54825263104.0,0.0,60412203008.0,0.9201468808928194,0.0
10574,5836496896.0,0.0867,34355539968.0,34355539968.0,54477737984.0,0.0,60314234880.0,0.9186547143615944,0.0
10576,2231975936.0,0.08310000000000001,28432408576.0,30735253504.0,24610963456.0,0.07492519714211232,26842939392.0,0.4088486386148342,0.09385076859000722
10582,4992630784.0,0.2906,14032457728.0,19728982016.0,12186214400.0,0.2887388859384725,17178845184.0,0.2616534412973651,0.3616722731573197
10588,5103603712.0,0.0758,34355539968.0,34355539968.0,55526137856.0,0.0,60629741568.0,0.9234602417287321,0.0
10594,9235406848.0,0.5376000000000001,9759662080.0,19728990208.0,7943446528.0,0.5053136538106999,17178853376.0,0.2616535660708856,0.6329522857204994
10606,7024021504.0,0.2617,23444787200.0,30735253504.0,19818917888.0,0.23720208792327646,26842939392.0,0.4088486386148342,0.2971176468248711
10610,4166012928.0,0.1617,25485647872.0,29526859776.0,21602750464.0,0.13686561776829298,25768763392.0,0.3924877107440357,0.17143689854745595
10618,6019948544.0,0.2336,23571918848.0,29526859776.0,19748814848.0,0.20167877563601566,25768763392.0,0.3924877107440357,0.2526213987242647
10624,4448010240.0,0.5179,6576443392.0,11004837888.0,4140908544.0,0.40240433717145907,8588918784.0,0.13081904707717404,0.504048808251546
10635,3811856384.0,0.44380000000000003,7008153600.0,11004837888.0,4777062400.0,0.3631752079108864,8588918784.0,0.13081904707717404,0.4549106801897892
10640,2638163968.0,0.0392,34355539968.0,34355539968.0,62377107456.0,0.0,65015271424.0,0.9902568724943137,0.0
10646,7361363968.0,0.2742,22899007488.0,30735253504.0,19481575424.0,0.25495953742435085,26842939392.0,0.4088486386148342,0.3193605016646533
10664,3575525376.0,0.4163,6293798912.0,9931096064.0,5013393408.0,0.3662533449037031,8588918784.0,0.13081904707717404,0.4587663326754709
10667,4640796672.0,0.5403,5098962944.0,9931096064.0,3948122112.0,0.4865659428586512,8588918784.0,0.13081904707717404,0.6094690364363392
10674,9277968384.0,0.5401,9535172608.0,19728982016.0,7900876800.0,0.5166921131426307,17178845184.0,0.2616534412973651,0.6472048628828442
10682,7251771392.0,0.2702,23101186048.0,30735253504.0,19591168000.0,0.24838147032060343,26842939392.0,0.4088486386148342,0.3111208616360474
10690,8503660544.0,0.3168,21943173120.0,30735253504.0,18339278848.0,0.2860584957549078,26842939392.0,0.4088486386148342,0.3583148354935719
10693,3819585536.0,0.0567,34355539968.0,34355539968.0,57344335872.0,0.0,61163921408.0,0.9315964110643667,0.0
10696,4187840512.0,0.48760000000000003,5551865856.0,9931096064.0,4401078272.0,0.44096141853612825,8588918784.0,0.13081904707717404,0.5523451339028238
10701,8038141952.0,0.2995,22369325056.0,30735253504.0,18804797440.0,0.2721932469797663,26842939392.0,0.4088486386148342,0.34094732357671237
10703,3687718912.0,0.4294,7090741248.0,11004837888.0,4901199872.0,0.35567054052364067,8588918784.0,0.13081904707717404,0.44551038724201786
10708,6249222144.0,0.09280000000000001,34355539968.0,34355539968.0,52065112064.0,0.0,58314334208.0,0.8881939419710797,0.0
10711,7382720512.0,0.275,22844915712.0,30735253504.0,19460218880.0,0.2567194635623592,26842939392.0,0.4088486386148342,0.3215649726172014
10712,3955666944.0,0.4606,6939574272.0,11004837888.0,4633251840.0,0.3694069515038366,8588918784.0,0.13081904707717404,0.46271651785405216
10714,4121997312.0,0.47990000000000005,5632540672.0,9931096064.0,4466921472.0,0.4328379631309949,8588918784.0,0.13081904707717404,0.5421697514886491
10716,5622165504.0,0.2182,23840800768.0,29526859776.0,20146597888.0,0.19257242561979915,25768763392.0,0.3924877107440357,0.2412148495169195
10717,8010829824.0,0.2984,22364569600.0,30735253504.0,18832109568.0,0.2723479701545526,26842939392.0,0.4088486386148342,0.34114112872406266
10718,3307073536.0,0.049100000000000005,34355539968.0,34355539968.0,58126684160.0,0.0,61433757696.0,0.9357063260549195,0.0
10726,6217175040.0,0.09230000000000001,34355539968.0,34355539968.0,53931212800.0,0.0,60148387840.0,0.9161286744398075,0.0
10729,7775096832.0,0.2897,22423486464.0,30735253504.0,19067842560.0,0.2704310553000083,26842939392.0,0.4088486386148342,0.3387400148226958
10733,8874516480.0,0.3306,21590470656.0,30735253504.0,17968422912.0,0.29753399778563283,26842939392.0,0.4088486386148342,0.37268896764963405
10735,7445061632.0,0.27740000000000004,22806175744.0,30735253504.0,19397877760.0,0.2579799043781461,26842939392.0,0.4088486386148342,0.32314379181068914
10738,5100843008.0,0.5939,4523044864.0,9931096064.0,3488075776.0,0.544557334371587,8588918784.0,0.13081904707717404,0.6821086406374476
10745,8428359680.0,0.49060000000000004,10467295232.0,19728982016.0,8750485504.0,0.46944575125512644,17178845184.0,0.2616534412973651,0.5880244063027482
10771,7799439360.0,0.2906,22388387840.0,30735253504.0,19043500032.0,0.27157302160900376,26842939392.0,0.4088486386148342,0.34017043369232963
10773,9709441024.0,0.5652,9101078528.0,19728990208.0,7469412352.0,0.5386951672615479,17178853376.0,0.2616535660708856,0.6747657318448725
10779,7905398784.0,0.4602,10992971776.0,19728982016.0,9273446400.0,0.4428008618445284,17178845184.0,0.2616534412973651,0.5546492074969668
10780,4198191104.0,0.062400000000000004,34355539968.0,34355539968.0,56808099840.0,0.0,61006290944.0,0.9291955189836049,0.0
10781,7914524672.0,0.4607,10977996800.0,19728982016.0,9264320512.0,0.4435598962431534,17178845184.0,0.2616534412973651,0.5555999685815468
10791,4957159424.0,0.0736,34355539968.0,34355539968.0,55713128448.0,0.0,60670287872.0,0.924077808268267,0.0
10792,5228220416.0,0.6087,4422213632.0,9931096064.0,3360698368.0,0.5547104163023431,8588918784.0,0.13081904707717404,0.6948263187898511
10794,8714514432.0,0.3246,21733916672.0,30735253504.0,18128424960.0,0.2928668485141511,26842939392.0,0.4088486386148342,0.36684292969497834
10803,2977259520.0,0.0442,34355539968.0,34355539968.0,61648683008.0,0.0,64625942528.0,0.9843269485475177,0.0
10819,5069570048.0,0.1967,24325918720.0,29526859776.0,20699193344.0,0.1761427085526861,25768763392.0,0.3924877107440357,0.22063510287253918
10824,5166858240.0,0.6016,4463013888.0,9931096064.0,3422060544.0,0.5506020826665523,8588918784.0,0.13081904707717404,0.6896802493225687
10860,2185859072.0,0.0814,28464869376.0,30735253504.0,24657080320.0,0.07386905488528095,26842939392.0,0.4088486386148342,0.09252785231718107
10864,7792521216.0,0.2903,22795890688.0,30735253504.0,19050418176.0,0.25831453822128847,26842939392.0,0.4088486386148342,0.32356295178053973
10872,8655421440.0,0.3224,21780389888.0,30735253504.0,18187517952.0,0.29135479929698904,26842939392.0,0.4088486386148342,0.36494894760898633
10874,9108549632.0,0.5302,9618206720.0,19728990208.0,8070303744.0,0.5124835777910282,17178853376.0,0.2616535660708856,0.6419332814596153
10879,5278191616.0,0.0784,34355539968.0,34355539968.0,55280791552.0,0.0,60558983168.0,0.9223825104457272,0.0
10881,6332579840.0,0.0941,34355539968.0,34355539968.0,53684219904.0,0.0,60016799744.0,0.9141244373805996,0.0
10883,7159570432.0,0.2778,22534086656.0,29526859776.0,18609192960.0,0.23682752493998227,25768763392.0,0.3924877107440357,0.2966484718982993
10895,5306855424.0,0.07880000000000001,34355539968.0,34355539968.0,55245996032.0,0.0,60552851456.0,0.9222891174656601,0.0
10901,5499539456.0,0.2134,23927361536.0,29526859776.0,20269223936.0,0.1896408315167798,25768763392.0,0.3924877107440357,0.23754275561184174
10907,5755752448.0,0.0855,34355539968.0,34355539968.0,54586511360.0,0.0,60342263808.0,0.9190816269618608,0.0
10912,6399770624.0,0.2384,24291708928.0,30735253504.0,20443168768.0,0.20964670342352676,26842939392.0,0.4088486386148342,0.262601968351719
10915,7397023744.0,0.2756,22764290048.0,30735253504.0,19445915648.0,0.25934269437415347,26842939392.0,0.4088486386148342,0.3248508128587549
10919,6118375424.0,0.2374,23444160512.0,29526859776.0,19650387968.0,0.20600562708480552,25768763392.0,0.3924877107440357,0.25804118204860477
10922,9490276352.0,0.5524,9353224192.0,19728982016.0,7688568832.0,0.5259145056539343,17178845184.0,0.2616534412973651,0.6587567660934943
10924,8011886592.0,0.46640000000000004,11297783808.0,19728982016.0,9166958592.0,0.4273508993602603,17178845184.0,0.2616534412973651,0.535296694468738
10934,4332797952.0,0.5045000000000001,5417848832.0,9931096064.0,4256120832.0,0.45445610463485697,8588918784.0,0.13081904707717404,0.5692484816490353
10937,6872158208.0,0.256,23759704064.0,30735253504.0,19970781184.0,0.22695597545965174,26842939392.0,0.4088486386148342,0.2842834392892281
10938,5428473856.0,0.2107,23961378816.0,29526859776.0,20340289536.0,0.18848875235028306,25768763392.0,0.3924877107440357,0.23609966944888947
10946,7757746176.0,0.289,22789849088.0,30735253504.0,19085193216.0,0.2585111072848628,26842939392.0,0.4088486386148342,0.3238091727903087
10947,9115119616.0,0.5306000000000001,9906135040.0,19728990208.0,8063733760.0,0.4978894035852319,17178853376.0,0.2616535660708856,0.6236527227371265
10949,2569392128.0,0.038200000000000005,34355539968.0,34355539968.0,62107033600.0,0.0,64676425728.0,0.985095865367375,0.0
10960,9111351296.0,0.5304,9622667264.0,19728990208.0,8067502080.0,0.5122574869494304,17178853376.0,0.2616535660708856,0.6416500816808431
10972,6821601280.0,0.2647,22915878912.0,29526859776.0,18947162112.0,0.22389718765059918,25768763392.0,0.3924877107440357,0.28045202345339343
10980,6076624896.0,0.2358,23519358976.0,29526859776.0,19692138496.0,0.20345884545714588,25768763392.0,0.3924877107440357,0.25485110151089974
10981,7282851840.0,0.2713,23093960704.0,30735253504.0,19560087552.0,0.2486165535939222,26842939392.0,0.4088486386148342,0.3114153252707813
10982,5281234944.0,0.0784,34355539968.0,34355539968.0,55254409216.0,0.0,60535644160.0,0.9220270306859262,0.0
10989,2665361408.0,0.0396,34355539968.0,34355539968.0,61909020672.0,0.0,64574382080.0,0.9835416240097193,0.0
11003,5680963584.0,0.2205,23863476224.0,29526859776.0,20087799808.0,0.19180446532290263,25768763392.0,0.3924877107440357,0.24025290791570295
11017,2795405312.0,0.0415,34355539968.0,34355539968.0,62009413632.0,0.0,64804818944.0,0.9870514407536021,0.0
11021,4467380224.0,0.2601,14503784448.0,19728982016.0,12711464960.0,0.2648488180364511,17178845184.0,0.2616534412973651,0.33174774416316133
11022,5512581120.0,0.2139,23908839424.0,29526859776.0,20256182272.0,0.19026812856565378,25768763392.0,0.3924877107440357,0.23832850342988757
11032,4581367808.0,0.2667,14167539712.0,19728982016.0,12597477376.0,0.28189200534978076,17178845184.0,0.2616534412973651,0.35309591927100403
11044,3065487360.0,0.0455,34355539968.0,34355539968.0,58492964864.0,0.0,61558452224.0,0.9376055661966572,0.0
11046,6027825152.0,0.08950000000000001,34355539968.0,34355539968.0,54213308416.0,0.0,60241133568.0,0.9175412978517369,0.0
11050,4728520704.0,0.2753,14208262144.0,19728982016.0,12450324480.0,0.2798279134484868,17178845184.0,0.2616534412973651,0.35051045244854884
11053,5813063680.0,0.22560000000000002,23797497856.0,29526859776.0,19955699712.0,0.1940389856376442,25768763392.0,0.3924877107440357,0.24305185215565894
11078,4729925632.0,0.2753,14224084992.0,19728982016.0,12448919552.0,0.27902590308691977,17178845184.0,0.2616534412973651,0.3495058599787092
11086,3314708480.0,0.12350000000000001,27077632000.0,30735253504.0,23528230912.0,0.11900411049233683,26842939392.0,0.4088486386148342,0.1490637016795854
11088,4773752832.0,0.5558000000000001,5181935616.0,9931096064.0,3815165952.0,0.47821110755494556,8588918784.0,0.13081904707717404,0.599003829208276
11093,9311162368.0,0.542,9905737728.0,19728982016.0,7867682816.0,0.49790933359022027,17178845184.0,0.2616534412973651,0.6236776869195044
11099,4770832384.0,0.0709,34355539968.0,34355539968.0,55994712064.0,0.0,60765544448.0,0.9255286747642186,0.0
11100,6482214912.0,0.3773,12473868288.0,19728982016.0,10696630272.0,0.36773887887961876,17178845184.0,0.2616534412973651,0.4606271019590247
11103,5964599296.0,0.2315,23623278592.0,29526859776.0,19804164096.0,0.19993935111239103,25768763392.0,0.3924877107440357,0.2504426079479542
11105,4081754112.0,0.0606,34355539968.0,34355539968.0,56972664832.0,0.0,61054418944.0,0.9299285634163289,0.0
11110,5931720704.0,0.23020000000000002,23737643008.0,29526859776.0,19837042688.0,0.19606611783030126,25768763392.0,0.3924877107440357,0.24559102351017087
11112,7174332416.0,0.26730000000000004,23318757376.0,30735253504.0,19668606976.0,0.24130258522301729,26842939392.0,0.4088486386148342,0.30225390055339985
11113,3385085952.0,0.050300000000000004,34355539968.0,34355539968.0,57975603200.0,0.0,61360689152.0,0.9345934086391439,0.0
11123,4140367872.0,0.061500000000000006,34355539968.0,34355539968.0,56896040960.0,0.0,61036408832.0,0.9296542488315895,0.0
11125,7487094784.0,0.27890000000000004,22744018944.0,30735253504.0,19355844608.0,0.26000223355763086,26842939392.0,0.4088486386148342,0.32567694694509136
11126,4285075456.0,0.4989,5462994944.0,9931096064.0,4303843328.0,0.44991017015702484,8588918784.0,0.13081904707717404,0.5635542764820453
11127,9903251456.0,0.5765,9498411008.0,19728982016.0,7275593728.0,0.5185554429368486,17178845184.0,0.2616534412973651,0.649538856519088
11134,6885101568.0,0.2672,22877679616.0,29526859776.0,18883661824.0,0.22519090111318174,25768763392.0,0.3924877107440357,0.28207251972740816
11141,2959659008.0,0.044,34355539968.0,34355539968.0,61686956032.0,0.0,64646615040.0,0.9846418145264078,0.0
11142,5335527424.0,0.2071,24102100992.0,29526859776.0,20433235968.0,0.18372284845574227,25768763392.0,0.3924877107440357,0.2301299321563684
11146,3297595392.0,0.1228,27107790848.0,30735253504.0,23545344000.0,0.11802286438040632,26842939392.0,0.4088486386148342,0.14783459978471866
11152,5945044992.0,0.23070000000000002,23619174400.0,29526859776.0,19823718400.0,0.20007834970659089,25768763392.0,0.3924877107440357,0.2506167165975964
11170,4783620096.0,0.2785,14244487168.0,19728982016.0,12395225088.0,0.2779917810027974,17178845184.0,0.2616534412973651,0.34821052601746916
11190,4551950336.0,0.06760000000000001,34355539968.0,34355539968.0,56300167168.0,0.0,60852117504.0,0.9268472813284786,0.0
11198,10583367680.0,0.6161,7655251968.0,19728990208.0,6595485696.0,0.6119795343151503,17178853376.0,0.2616535660708856,0.7665612083461558
11204,8021925888.0,0.467,10946560000.0,19728982016.0,9156919296.0,0.44515332868556257,17178845184.0,0.2616534412973651,0.5575958907161621
11206,3909947392.0,0.45520000000000005,6914691072.0,11004837888.0,4678971392.0,0.3716680661384405,8588918784.0,0.13081904707717404,0.46554877394975774
11207,8795521024.0,0.3277,21629624320.0,30735253504.0,18047418368.0,0.2962600969865097,26842939392.0,0.4088486386148342,0.3710932885768334
11213,6132465664.0,0.23800000000000002,23449841664.0,29526859776.0,19636297728.0,0.20581322084712572,25768763392.0,0.3924877107440357,0.2578001753649185
11215,9209643008.0,0.5361,9780154368.0,19728982016.0,7969202176.0,0.5042747588259548,17178845184.0,0.2616534412973651,0.631650973257915
11224,5155667968.0,0.6003000000000001,4514168832.0,9931096064.0,3433250816.0,0.545451095940582,8588918784.0,0.13081904707717404,0.6832281600165864
11227,7792009216.0,0.2903,22885273600.0,30735253504.0,19050930176.0,0.25540638221768286,26842939392.0,0.4088486386148342,0.31992021627194506
11230,8694972416.0,0.3239,21780090880.0,30735253504.0,18147966976.0,0.2913645277997965,26842939392.0,0.4088486386148342,0.3649611334623512
11231,5518786560.0,0.082,34355539968.0,34355539968.0,54904111104.0,0.0,60422897664.0,0.9203097727237848,0.0
11233,6124867584.0,0.7131000000000001,2751479808.0,10862071808.0,2464051200.0,0.746689226821948,8588918784.0,0.13081904707717404,0.9352976102578783
11240,6760886272.0,0.3936,12234231808.0,19728982016.0,10417958912.0,0.37988529777774827,17178845184.0,0.2616534412973651,0.4758416198073191
11244,7533481984.0,0.2807,22611156992.0,30735253504.0,19309457408.0,0.26432502048316275,26842939392.0,0.4088486386148342,0.3310916390765316
11249,6125649920.0,0.23770000000000002,23461576704.0,29526859776.0,19643113472.0,0.20541578474694344,25768763392.0,0.3924877107440357,0.25730234973495353
11250,6051155968.0,0.2348,23545700352.0,29526859776.0,19717607424.0,0.20256672972930234,25768763392.0,0.3924877107440357,0.2537336437006714
11251,5967220736.0,0.2316,23606501376.0,29526859776.0,19801542656.0,0.20050755295055733,25768763392.0,0.3924877107440357,0.251154333525733
11256,4124291072.0,0.16010000000000002,25500446720.0,29526859776.0,21644472320.0,0.13636441824649248,25768763392.0,0.3924877107440357,0.17080909959420523
11258,7916670976.0,0.46080000000000004,11054034944.0,19728982016.0,9262174208.0,0.4397057620593251,17178845184.0,0.2616534412973651,0.5507723075382901
11259,9190154240.0,0.535,9586307072.0,19728982016.0,7988690944.0,0.514100268111877,17178845184.0,0.2616534412973651,0.6439583362472044
11292,5790900224.0,0.08600000000000001,34355539968.0,34355539968.0,54555222016.0,0.0,60346122240.0,0.9191403952899992,0.0
11298,5494996992.0,0.3199,13214597120.0,19728982016.0,11683848192.0,0.33019366588285703,17178845184.0,0.2616534412973651,0.41359823542246776
11302,4788760576.0,0.2788,14217211904.0,19728982016.0,12390084608.0,0.27937427828410055,17178845184.0,0.2616534412973651,0.3499422322708114
11306,5523886080.0,0.2144,23904620544.0,29526859776.0,20244877312.0,0.1904110113521067,25768763392.0,0.3924877107440357,0.23850747739109654
11327,2937626624.0,0.10940000000000001,27766259712.0,30735253504.0,23905312768.0,0.09659896872539553,26842939392.0,0.4088486386148342,0.12099918059187709
11340,7857168384.0,0.2927,22356275200.0,30735253504.0,18985771008.0,0.2726178361570868,26842939392.0,0.4088486386148342,0.3414791609578132
11343,7879655424.0,0.29350000000000004,22621724672.0,30735253504.0,18963283968.0,0.26398119120585994,26842939392.0,0.4088486386148342,0.3306609609713087
11352,7830740992.0,0.2917,22358409216.0,30735253504.0,19012198400.0,0.2725484039658175,26842939392.0,0.4088486386148342,0.34139219068927784
11354,5738004480.0,0.2227,23827288064.0,29526859776.0,20030758912.0,0.1930300666999043,25768763392.0,0.3924877107440357,0.2417880874761706
11363,5958578176.0,0.23120000000000002,23616880640.0,29526859776.0,19810185216.0,0.20015603355165268,25768763392.0,0.3924877107440357,0.25071402282893335
11365,4284096512.0,0.1663,25380552704.0,29526859776.0,21484666880.0,0.1404249250836419,25768763392.0,0.3924877107440357,0.17589526155396154
11366,5190262784.0,0.6043000000000001,4441407488.0,9931096064.0,3398656000.0,0.5527777136201509,8588918784.0,0.13081904707717404,0.6924054291679571
11371,5674844160.0,0.2202,23691968512.0,29526859776.0,20093919232.0,0.1976129973950942,25768763392.0,0.3924877107440357,0.24752863384166768
11375,4244828160.0,0.49420000000000003,5486788608.0,9931096064.0,4344090624.0,0.44751429523580133,8588918784.0,0.13081904707717404,0.5605532206106024
11377,6076821504.0,0.2358,23521521664.0,29526859776.0,19691941888.0,0.20338560068894473,25768763392.0,0.3924877107440357,0.2547593556356392
11385,3749519360.0,0.43660000000000004,7214247936.0,11004837888.0,4839399424.0,0.3444475957372686,8588918784.0,0.13081904707717404,0.4314526064924197
11398,8050995200.0,0.4687,10631720960.0,19728982016.0,9127849984.0,0.4611115286446211,17178845184.0,0.2616534412973651,0.5775850183874576
11399,9096404992.0,0.5295,9627447296.0,19728990208.0,8082448384.0,0.5120152022734483,17178853376.0,0.2616535660708856,0.6413465976203958
11402,4434857984.0,0.5163,5322903552.0,9931096064.0,4154060800.0,0.46401650757408286,8588918784.0,0.13081904707717404,0.5812237743155955
11403,6036209664.0,0.23420000000000002,23420837888.0,29526859776.0,19732553728.0,0.2067955053237016,25768763392.0,0.3924877107440357,0.25903057790794853
11405,5947625472.0,0.2308,23619960832.0,29526859776.0,19821137920.0,0.20005171524542686,25768763392.0,0.3924877107440357,0.25058335446113805
11407,7919828992.0,0.461,11042549760.0,19728982016.0,9259016192.0,0.44028790988584177,17178845184.0,0.2616534412973651,0.551501501761803
11409,5442121728.0,0.2112,24118001664.0,29526859776.0,20326641664.0,0.18318433294408176,25768763392.0,0.3924877107440357,0.22945539145985053
11411,6620340224.0,0.7708,2339774464.0,10929037312.0,1968578560.0,0.785912116757901,8588918784.0,0.13081904707717404,0.9844279229860305
11412,8518074368.0,0.3173,21938438144.0,30735253504.0,18324865024.0,0.28621255259388534,26842939392.0,0.4088486386148342,0.3585078059934314
11422,4461592576.0,0.5195000000000001,5309714432.0,9931096064.0,4127326208.0,0.46534457045002364,8588918784.0,0.13081904707717404,0.5828872964202686
11425,2357927936.0,0.035,34355539968.0,34355539968.0,62932332544.0,0.0,65290260480.0,0.9944452700292382,0.0
11439,3116040192.0,0.0463,34355539968.0,34355539968.0,58423492608.0,0.0,61539532800.0,0.9373174017511464,0.0
11440,5387239424.0,0.2091,23977041920.0,29526859776.0,20381523968.0,0.18795828266543257,25768763392.0,0.3924877107440357,0.23543520689776012
11456,3109720064.0,0.046200000000000005,34355539968.0,34355539968.0,58138456064.0,0.0,61248176128.0,0.9328797067223357,0.0
11468,8478363648.0,0.3159,21973327872.0,30735253504.0,18364575744.0,0.28507738291013907,26842939392.0,0.4088486386148342,0.3570859005282033
11469,4330520576.0,0.06430000000000001,34355539968.0,34355539968.0,56615911424.0,0.0,60946432000.0,0.9282837988695769,0.0
11471,5861117952.0,0.2275,23730520064.0,29526859776.0,19907645440.0,0.19630735391344856,25768763392.0,0.3924877107440357,0.24589319411069763
11473,9189339136.0,0.5349,9761161216.0,19728990208.0,7989514240.0,0.50523766735705,17178853376.0,0.2616535660708856,0.6328571056295622
11477,9213538304.0,0.5363,9790603264.0,19728982016.0,7965306880.0,0.503745137176367,17178845184.0,0.2616534412973651,0.630987572949719
11489,6247854080.0,0.09280000000000001,34355539968.0,34355539968.0,51987542016.0,0.0,58235396096.0,0.8869916243278918,0.0
11495,4521914368.0,0.2632,14198546432.0,19728982016.0,12656930816.0,0.28032037230886386,17178845184.0,0.2616534412973651,0.3511273029115204
11499,3838353408.0,0.057,34355539968.0,34355539968.0,57322950656.0,0.0,61161304064.0,0.9315565459245786,0.0
11511,5191151616.0,0.0771,34355539968.0,34355539968.0,55390081024.0,0.0,60581232640.0,0.9227213953273066,0.0
11520,2632867840.0,0.3065,7287599104.0,9931096064.0,5956050944.0,0.2661838072015653,8588918784.0,0.13081904707717404,0.3334199420883488
11545,4018159616.0,0.46780000000000005,6805196800.0,11004837888.0,4570759168.0,0.3816177149305773,8588918784.0,0.13081904707717404,0.4780116332008525
11554,2387234816.0,0.035500000000000004,34355539968.0,34355539968.0,62861561856.0,0.0,65248796672.0,0.9938137288554113,0.0
11556,4875632640.0,0.0724,34355539968.0,34355539968.0,55839838208.0,0.0,60715470848.0,0.9247659966203844,0.0
11557,4672356352.0,0.544,5110022144.0,9931096064.0,3916562432.0,0.48545234976391827,8588918784.0,0.13081904707717404,0.6080741576529177
11567,6138941440.0,0.7148,2716860416.0,10862071808.0,2449977344.0,0.7498764081085332,8588918784.0,0.13081904707717404,0.9392898508497096
11576,3881570304.0,0.0577,34355539968.0,34355539968.0,57268146176.0,0.0,61149716480.0,0.9313800537798828,0.0
11577,5091577856.0,0.5928,4394053632.0,9931096064.0,3497340928.0,0.5575459542750427,8588918784.0,0.13081904707717404,0.6983780934698598
11580,3172233216.0,0.0471,34355539968.0,34355539968.0,58316451840.0,0.0,61488685056.0,0.9365429325096285,0.0
11584,5100363776.0,0.5938,4446650368.0,9931096064.0,3488555008.0,0.5522497880048701,8588918784.0,0.13081904707717404,0.691744153300261
11590,8619483136.0,0.5017,10453610496.0,19728982016.0,8559362048.0,0.47013938744927486,17178845184.0,0.2616534412973651,0.5888932500619339
11608,5283401728.0,0.0785,34355539968.0,34355539968.0,55253164032.0,0.0,60536565760.0,0.9220410677069784,0.0
11625,3484737536.0,0.1298,26863759360.0,30735253504.0,23358201856.0,0.1259626553428671,26842939392.0,0.4088486386148342,0.15777992542540512
11637,5954260992.0,0.2311,23631196160.0,29526859776.0,19814502400.0,0.19967120312577602,25768763392.0,0.3924877107440357,0.25010672768871445
11661,9563238400.0,0.5567,9606647808.0,19728990208.0,7615614976.0,0.5130694624145256,17178853376.0,0.2616535660708856,0.6426671563684261
11668,4297789440.0,0.5004000000000001,5452009472.0,9931096064.0,4291129344.0,0.45101633929779295,8588918784.0,0.13081904707717404,0.5649398560735774
11671,4554932224.0,0.2651,14181191680.0,19728982016.0,12623912960.0,0.2812000300624127,17178845184.0,0.2616534412973651,0.3522291559518284
11674,4749807616.0,0.07050000000000001,34355539968.0,34355539968.0,56011841536.0,0.0,60761649152.0,0.9254693449552381,0.0
11686,7206047744.0,0.2685,23020310528.0,30735253504.0,19636891648.0,0.25101283042926414,26842939392.0,0.4088486386148342,0.3144168845769879
11690,6028685312.0,0.234,23582670848.0,29526859776.0,19740078080.0,0.20131463261228855,25768763392.0,0.3924877107440357,0.25216527576487285
11718,9301692416.0,0.5415,9539117056.0,19728982016.0,7877152768.0,0.5164921814889448,17178845184.0,0.2616534412973651,0.6469544299166378
11725,3601264640.0,0.053500000000000006,34355539968.0,34355539968.0,57670688768.0,0.0,61271953408.0,0.9332418618654814,0.0
11728,7253667840.0,0.2702,22975012864.0,30735253504.0,19589271552.0,0.2524866319710053,26842939392.0,0.4088486386148342,0.3162629578970113
11733,4293382144.0,0.4999,5443858432.0,9931096064.0,4295536640.0,0.45183709865279986,8588918784.0,0.13081904707717404,0.5659679333991363
11734,3129090048.0,0.11660000000000001,27630215168.0,30735253504.0,23713849344.0,0.10102530423560352,26842939392.0,0.4088486386148342,0.12654357694337864
11743,5742952448.0,0.22290000000000001,23823228928.0,29526859776.0,20025810944.0,0.19316753936143327,25768763392.0,0.3924877107440357,0.24196028475341144
11750,4129681408.0,0.4808,5625315328.0,9931096064.0,4459237376.0,0.43356551061955373,8588918784.0,0.13081904707717404,0.5430810722938179
