,cores,user_pct,idle_pct,system_pct,host
21761,4,0.032825,0.951925,0.01525,DEVELOP
21772,4,0.0082,0.971875,0.019925000000000002,PREPRODUCCION
21773,16,0.01650625,0.98180625,0.0015625,PRUEBAS
21774,8,0.0078125,0.9707,0.0214875,PRODUCCION
21775,8,0.00645,0.9789,0.014650000000000002,PRODUCCION
21778,4,0.021475,0.964475,0.01405,PREPRODUCCION
21780,8,0.0079875,0.9789375,0.013075,PRODUCCION
21784,8,0.0076,0.9750375,0.0173625,PRODUCCION
21787,8,0.012275000000000001,0.9645,0.0232125,PRODUCCION
21789,4,0.021500000000000002,0.965625,0.012875000000000001,PREPRODUCCION
21794,8,0.005275,0.9767625,0.0179625,PRODUCCION
21798,4,0.005875,0.98395,0.010175,PREPRODUCCION
21800,4,0.029275000000000002,0.95705,0.013675000000000001,DEVELOP
21803,16,0.0013125,0.997375,0.00125,PRUEBAS
21808,8,0.019725,0.9504,0.029875000000000002,PRODUCCION
21809,4,0.019125,0.949675,0.031200000000000002,PREPRODUCCION
21811,8,0.0097625,0.9746125,0.015625,PRODUCCION
21814,4,0.002725,0.99415,0.003125,QASERVER
21819,4,0.0066500000000000005,0.9796750000000001,0.013675000000000001,PREPRODUCCION
21825,16,0.0011875,0.9975625,0.00125,PRUEBAS
21828,4,0.0047,0.9867,0.0086,DEVELOP
21835,4,0.001175,0.9957,0.003125,PREPRODUCCION
21836,8,0.0093875,0.9732000000000001,0.0174125,PRODUCCION
21843,16,0.0021875,0.9964375,0.0013125,PRUEBAS
21850,4,0.039900000000000005,0.935425,0.024675000000000002,PREPRODUCCION
21853,8,0.005262500000000001,0.9742500000000001,0.020475,PRODUCCION
21856,4,0.017975,0.964825,0.0172,PREPRODUCCION
21870,8,0.0082,0.9777375,0.0140625,PRODUCCION
21871,8,0.0117,0.9629624999999999,0.02535,PRODUCCION
21875,4,0.016800000000000002,0.96835,0.01485,QASERVER
21882,4,0.004675,0.9883,0.007025,PREPRODUCCION
21887,4,0.00625,0.9859,0.007825,DEVELOP
21890,16,0.0015625,0.997,0.0014375,PRUEBAS
21891,4,0.02185,0.9450000000000001,0.03315,QASERVER
21901,16,0.0072562500000000005,0.99105625,0.0016875,PRUEBAS
21904,4,0.006625000000000001,0.9761500000000001,0.017225,QASERVER
21911,4,0.03595,0.948825,0.015225,DEVELOP
21912,4,0.0050750000000000005,0.9813000000000001,0.013625,QASERVER
21928,8,0.0056500000000000005,0.973675,0.0206625,PRODUCCION
21949,8,0.01325,0.95905,0.027700000000000002,PRODUCCION
21957,4,0.005475,0.990625,0.0039000000000000003,QASERVER
21961,4,0.015225,0.976575,0.0082,QASERVER
21962,16,0.005381250000000001,0.99305625,0.0015,PRUEBAS
21963,4,0.016,0.9672000000000001,0.016800000000000002,PREPRODUCCION
21970,4,0.0207,0.9703,0.009000000000000001,PREPRODUCCION
21973,4,0.024225,0.961325,0.014450000000000001,PREPRODUCCION
21979,4,0.016050000000000002,0.9722,0.01175,QASERVER
21985,4,0.016775,0.976175,0.007050000000000001,PREPRODUCCION
21987,4,0.0164,0.97775,0.00585,PREPRODUCCION
21988,4,0.02615,0.9433750000000001,0.030475000000000002,QASERVER
21996,4,0.01875,0.969925,0.011325,QASERVER
21999,4,0.0007750000000000001,0.994525,0.0047,QASERVER
22013,4,0.028450000000000003,0.944625,0.0269,PREPRODUCCION
22024,8,0.01875,0.940825,0.040425,PRODUCCION
22026,4,0.032425,0.955075,0.0125,DEVELOP
22028,4,0.027,0.94835,0.024675000000000002,DEVELOP
22035,8,0.009000000000000001,0.9771125,0.0138875,PRODUCCION
22040,4,0.002725,0.99065,0.006625000000000001,PREPRODUCCION
22042,16,0.008625,0.9898125,0.0015,PRUEBAS
22050,8,0.02305,0.936525,0.040425,PRODUCCION
22055,4,0.027350000000000003,0.9324,0.04025,DEVELOP
22060,16,0.00125,0.99725,0.0014375,PRUEBAS
22066,4,0.0313,0.9546,0.014100000000000001,DEVELOP
22067,4,0.036000000000000004,0.91,0.053975,DEVELOP
22068,4,0.0172,0.967175,0.015625,QASERVER
22069,4,0.014450000000000001,0.9636750000000001,0.021875000000000002,DEVELOP
22072,4,0.014875000000000001,0.9777,0.007425,QASERVER
22074,16,0.00681875,0.99161875,0.0015625,PRUEBAS
22078,8,0.037825000000000004,0.922775,0.039400000000000004,PRODUCCION
22083,4,0.019125,0.9551000000000001,0.025775000000000003,PREPRODUCCION
22087,4,0.016425000000000002,0.975375,0.0082,DEVELOP
22089,8,0.11796250000000001,0.8221875,0.059862500000000006,PRODUCCION
22094,4,0.01795,0.9676,0.014450000000000001,QASERVER
22097,16,0.0013125,0.99725,0.001375,PRUEBAS
22115,8,0.005675,0.97965,0.014675,PRODUCCION
22122,4,0.004275,0.985525,0.0102,QASERVER
22126,4,0.0152,0.9696,0.0152,PREPRODUCCION
22127,4,0.00235,0.98905,0.0086,PREPRODUCCION
22128,4,0.033925000000000004,0.95085,0.015225,DEVELOP
22136,4,0.003125,0.992975,0.0039000000000000003,QASERVER
22141,16,0.0010625,0.9978125,0.0011250000000000001,PRUEBAS
22147,4,0.001575,0.99375,0.004675,QASERVER
22161,4,0.033600000000000005,0.9289000000000001,0.0375,QASERVER
22164,4,0.020725,0.9656,0.013675000000000001,QASERVER
22172,4,0.00585,0.984,0.010150000000000001,DEVELOP
22174,8,0.009575,0.9779125,0.0125,PRODUCCION
22184,4,0.0039250000000000005,0.980425,0.01565,DEVELOP
22190,4,0.001575,0.996875,0.0015500000000000002,QASERVER
22196,4,0.0007750000000000001,0.995325,0.0039000000000000003,QASERVER
22199,4,0.030475000000000002,0.929675,0.039850000000000003,QASERVER
22215,4,0.0050750000000000005,0.9875,0.007425,PREPRODUCCION
22217,4,0.00235,0.9953000000000001,0.00235,DEVELOP
22243,4,0.014450000000000001,0.95235,0.0332,DEVELOP
22246,8,0.0066500000000000005,0.9800625000000001,0.013300000000000001,PRODUCCION
22247,4,0.0023250000000000002,0.9934000000000001,0.004275,QASERVER
22257,4,0.0035250000000000004,0.9891,0.0074,PREPRODUCCION
22261,16,0.0033125,0.9955,0.0011875,PRUEBAS
22268,16,0.00850625,0.99005625,0.001375,PRUEBAS
22278,16,0.0055,0.9931875,0.00125,PRUEBAS
22291,4,0.016800000000000002,0.95115,0.03205,QASERVER
22292,16,0.0011875,0.99775,0.0009375,PRUEBAS
22295,4,0.026925,0.93015,0.0429,QASERVER
22302,4,0.042575,0.934775,0.02265,DEVELOP
22309,4,0.030925,0.939725,0.02935,QASERVER
22316,4,0.011325,0.980475,0.0082,DEVELOP
22323,4,0.00585,0.9887,0.005475,PREPRODUCCION
22325,4,0.013675000000000001,0.978525,0.0078000000000000005,QASERVER
22328,4,0.020300000000000002,0.963275,0.016425000000000002,PREPRODUCCION
22344,8,0.015012500000000002,0.9645125,0.0204625,PRODUCCION
22351,4,0.0227,0.945225,0.032075,QASERVER
22354,16,0.006875,0.99180625,0.00125,PRUEBAS
22355,4,0.0050750000000000005,0.9836,0.011325,QASERVER
22370,4,0.009775,0.977725,0.0125,PREPRODUCCION
22375,4,0.0137,0.9781,0.008225,QASERVER
22377,16,0.0039375,0.9945625,0.0015,PRUEBAS
22386,16,0.0016250000000000001,0.997,0.001375,PRUEBAS
22389,16,0.0010625,0.997625,0.0013125,PRUEBAS
22394,16,0.00706875,0.99168125,0.00125,PRUEBAS
22396,4,0.00625,0.982025,0.011725000000000001,DEVELOP
22398,8,0.0107375,0.9656750000000001,0.0235875,PRODUCCION
22400,8,0.0085875,0.9718875,0.019525,PRODUCCION
22406,4,0.04265,0.917475,0.039900000000000005,DEVELOP
22415,4,0.009775,0.986325,0.0039000000000000003,QASERVER
22419,4,0.002725,0.99375,0.0035250000000000004,DEVELOP
22420,16,0.0011875,0.9975,0.00125,PRUEBAS
22423,4,0.005875,0.984325,0.0098,PREPRODUCCION
22425,8,0.01055,0.9701125,0.0193375,PRODUCCION
22428,16,0.0011250000000000001,0.99775,0.0011250000000000001,PRUEBAS
22437,8,0.012100000000000001,0.9652499999999999,0.02265,PRODUCCION
22441,8,0.021837500000000003,0.9440375,0.034125,PRODUCCION
22443,16,0.00681875,0.99168125,0.0015,PRUEBAS
22446,4,0.0211,0.9445250000000001,0.034375,QASERVER
22457,8,0.0132875,0.954875,0.031837500000000005,PRODUCCION
22459,4,0.033975,0.9339999999999999,0.032025000000000005,PREPRODUCCION
22467,4,0.012100000000000001,0.972675,0.015225,PREPRODUCCION
22472,4,0.021875000000000002,0.9578,0.020325,PREPRODUCCION
22474,8,0.0111125,0.970375,0.0185125,PRODUCCION
22477,4,0.0008,0.996075,0.003125,QASERVER
22482,4,0.00275,0.989025,0.008225,DEVELOP
22483,4,0.0195,0.95165,0.02885,QASERVER
22485,4,0.032825,0.931625,0.03555,QASERVER
22491,4,0.0223,0.95615,0.021525000000000002,PREPRODUCCION
22496,4,0.0039000000000000003,0.9871,0.009000000000000001,DEVELOP
22499,16,0.0016250000000000001,0.996625,0.0016875,PRUEBAS
22511,4,0.0023250000000000002,0.99415,0.0035250000000000004,QASERVER
22512,8,0.026725000000000002,0.95065,0.022625,PRODUCCION
22513,4,0.010575000000000001,0.9722,0.017225,QASERVER
22517,8,0.011125,0.9675875,0.0212875,PRODUCCION
22521,4,0.034,0.9445,0.021500000000000002,PREPRODUCCION
22532,4,0.00235,0.9867250000000001,0.010925,QASERVER
22539,16,0.000875,0.997875,0.00125,PRUEBAS
22544,4,0.007050000000000001,0.985525,0.007425,QASERVER
22548,8,0.008975,0.9688,0.022225,PRODUCCION
22553,4,0.014100000000000001,0.978875,0.007025,QASERVER
22556,4,0.0039000000000000003,0.987525,0.008575000000000001,QASERVER
22560,8,0.009375,0.9748,0.015825000000000002,PRODUCCION
22564,4,0.0019500000000000001,0.992175,0.005875,DEVELOP
22575,4,0.018725000000000002,0.972325,0.00895,PREPRODUCCION
22576,4,0.038275,0.9426,0.019125,DEVELOP
22585,4,0.019525,0.878125,0.10235000000000001,PREPRODUCCION
22591,4,0.014075,0.9785,0.007425,QASERVER
22593,8,0.013662500000000001,0.9605375,0.0257875,PRODUCCION
22611,4,0.0015500000000000002,0.9949250000000001,0.0035250000000000004,QASERVER
22613,4,0.03595,0.9363,0.02775,PREPRODUCCION
22625,4,0.017575,0.97265,0.009775,PREPRODUCCION
22628,4,0.034375,0.948825,0.016800000000000002,DEVELOP
22635,4,0.0008,0.992575,0.006625000000000001,QASERVER
22636,8,0.0166,0.9498125,0.0335875,PRODUCCION
22640,4,0.007425,0.9824,0.010175,PREPRODUCCION
22641,4,0.021875000000000002,0.95235,0.025775000000000003,QASERVER
22642,4,0.03005,0.964875,0.0050750000000000005,DEVELOP
22645,4,0.032375,0.950875,0.01675,DEVELOP
22649,4,0.036325,0.938675,0.025,QASERVER
22654,4,0.342175,0.290625,0.36717500000000003,DEVELOP
22657,8,0.004875,0.9818625,0.01325,PRODUCCION
22660,4,0.016375,0.97585,0.007775000000000001,QASERVER
22667,8,0.0121125,0.967375,0.0205125,PRODUCCION
22684,8,0.00995,0.976575,0.013475,PRODUCCION
22685,4,0.0008,0.996475,0.002725,QASERVER
22688,4,0.0066500000000000005,0.98125,0.012100000000000001,PREPRODUCCION
22691,16,0.0035,0.99093125,0.0055625,PRUEBAS
22716,8,0.0062375,0.977375,0.0163875,PRODUCCION
22720,4,0.0102,0.960075,0.029750000000000002,QASERVER
22722,8,0.0263625,0.91405,0.0595875,PRODUCCION
22728,4,0.03705,0.944225,0.018725000000000002,DEVELOP
22729,4,0.003125,0.987125,0.009775,DEVELOP
22733,16,0.0016250000000000001,0.997,0.001375,PRUEBAS
22736,4,0.012075,0.9731000000000001,0.014825000000000001,DEVELOP
22737,4,0.02535,0.958275,0.016375,PREPRODUCCION
22742,4,0.032375,0.956725,0.0109,DEVELOP
22743,4,0.001575,0.9957,0.002725,QASERVER
22746,4,0.024225,0.957025,0.01875,PREPRODUCCION
22751,4,0.0332,0.94375,0.02305,PREPRODUCCION
22756,4,0.029275000000000002,0.956275,0.014450000000000001,DEVELOP
22757,8,0.017575,0.94785,0.034575,PRODUCCION
22768,4,0.016,0.97505,0.00895,PREPRODUCCION
22769,4,0.028525000000000002,0.942975,0.0285,PREPRODUCCION
22778,4,0.00235,0.992175,0.005475,DEVELOP
22779,16,0.0009375,0.99775,0.00125,PRUEBAS
22785,16,0.0015,0.996875,0.0016250000000000001,PRUEBAS
22789,8,0.12226250000000001,0.8306,0.0471375,PRODUCCION
22791,4,0.0035250000000000004,0.988675,0.0078000000000000005,PREPRODUCCION
22813,4,0.00975,0.9844,0.00585,QASERVER
22815,4,0.0164,0.9636750000000001,0.019925000000000002,PREPRODUCCION
22821,4,0.01915,0.969925,0.010925,QASERVER
22828,4,0.001175,0.9949,0.0039250000000000005,QASERVER
22829,16,0.00675,0.99186875,0.001375,PRUEBAS
22832,16,0.005625,0.99274375,0.0015625,PRUEBAS
22833,4,0.031975,0.94775,0.020275,DEVELOP
22837,4,0.01525,0.9699,0.01485,DEVELOP
22838,8,0.0234375,0.9421875,0.034375,PRODUCCION
22839,16,0.0033125,0.995125,0.0015,PRUEBAS
22841,4,0.0008,0.9944999999999999,0.0047,QASERVER
22855,8,0.014625,0.960025,0.02535,PRODUCCION
22860,4,0.0007750000000000001,0.99495,0.004275,QASERVER
22864,4,0.0066500000000000005,0.98555,0.007825,DEVELOP
22870,4,0.002725,0.98985,0.007425,DEVELOP
22873,16,0.0070625,0.99143125,0.0014375,PRUEBAS
22882,16,0.0071312500000000004,0.99143125,0.0014375,PRUEBAS
22888,4,0.007425,0.982425,0.010150000000000001,PREPRODUCCION
22889,4,0.0039000000000000003,0.9895,0.006625000000000001,PREPRODUCCION
22890,8,0.0107375,0.9722625,0.017,PRODUCCION
22893,16,0.005,0.99375,0.00125,PRUEBAS
22898,16,0.0013125,0.9973125,0.0013125,PRUEBAS
22899,4,0.008225,0.985125,0.0066500000000000005,QASERVER
22900,4,0.013675000000000001,0.948825,0.0375,DEVELOP
22905,16,0.00125,0.99725,0.001375,PRUEBAS
22912,4,0.031200000000000002,0.93915,0.029650000000000003,PREPRODUCCION
22913,8,0.0128625,0.96705,0.0200875,PRODUCCION
22925,4,0.03125,0.930875,0.037875,QASERVER
22948,4,0.0019500000000000001,0.992575,0.005475,DEVELOP
22960,4,0.0019500000000000001,0.99105,0.007025,DEVELOP
22972,4,0.035175000000000005,0.939825,0.025,PREPRODUCCION
22980,16,0.00125,0.9974375,0.00125,PRUEBAS
22985,8,0.014087500000000001,0.9646,0.021325,PRODUCCION
22997,4,0.01915,0.9757750000000001,0.0050750000000000005,DEVELOP
23002,4,0.03125,0.92735,0.0414,QASERVER
23016,8,0.0078125,0.973825,0.0183625,PRODUCCION
23017,4,0.03015,0.957325,0.012525000000000001,DEVELOP
23022,16,0.00506875,0.99349375,0.0014375,PRUEBAS
23029,8,0.0101625,0.9656125,0.024225,PRODUCCION
23034,8,0.021837500000000003,0.9549625,0.023200000000000002,PRODUCCION
23042,8,0.0095625,0.9748125,0.015625,PRODUCCION
23048,8,0.0064625,0.97515,0.0183875,PRODUCCION
23056,4,0.0347,0.8916,0.073725,QASERVER
23057,4,0.02695,0.9547,0.01835,PREPRODUCCION
23061,8,0.06722500000000001,0.9013125,0.031462500000000004,PRODUCCION
23066,4,0.0019500000000000001,0.994525,0.0035250000000000004,DEVELOP
23067,4,0.0019500000000000001,0.9922,0.00585,DEVELOP
23071,4,0.0129,0.980075,0.007025,DEVELOP
23073,16,0.0035,0.9946875,0.00175,PRUEBAS
23079,8,0.00625,0.9779375,0.0158125,PRODUCCION
23082,16,0.00125,0.9975625,0.0011875,PRUEBAS
23084,4,0.0015500000000000002,0.98675,0.0117,QASERVER
23100,4,0.013675000000000001,0.9797,0.006625000000000001,QASERVER
23118,8,0.0191375,0.9527375,0.028125,PRODUCCION
23122,16,0.0071875,0.99124375,0.0015,PRUEBAS
23124,4,0.0148,0.96685,0.01835,PREPRODUCCION
23139,4,0.032825,0.93085,0.036325,QASERVER
23140,16,0.0011875,0.9973125,0.0014375,PRUEBAS
23146,8,0.009575,0.9687375,0.021687500000000002,PRODUCCION
23147,4,0.0305,0.956975,0.012525000000000001,DEVELOP
23148,8,0.0041,0.9839875,0.011912500000000001,PRODUCCION
23156,4,0.0117,0.97775,0.01055,QASERVER
23163,4,0.030025000000000003,0.962575,0.0074,DEVELOP
23165,4,0.023825000000000002,0.9617249999999999,0.014450000000000001,DEVELOP
23168,4,0.014825000000000001,0.976975,0.0082,PREPRODUCCION
23171,4,0.003125,0.991825,0.0050750000000000005,DEVELOP
23175,4,0.0039000000000000003,0.9914000000000001,0.0047,DEVELOP
23191,4,0.059875000000000005,0.8979,0.04225,DEVELOP
23192,8,0.0060625,0.9757750000000001,0.0181625,PRODUCCION
23195,4,0.024275,0.9589,0.016825,PREPRODUCCION
23201,4,0.018775,0.97065,0.010575000000000001,QASERVER
23213,4,0.015625,0.97305,0.011325,QASERVER
23217,8,0.010575000000000001,0.9696625,0.019762500000000002,PRODUCCION
23219,16,0.007125,0.991375,0.0014375,PRUEBAS
23228,4,0.013300000000000001,0.97695,0.009775,QASERVER
23235,4,0.0050750000000000005,0.984775,0.010150000000000001,DEVELOP
23246,16,0.0013125,0.9973125,0.001375,PRUEBAS
23251,8,0.011925,0.975575,0.0125,PRODUCCION
23259,8,0.01035,0.9722625,0.0173875,PRODUCCION
23263,4,0.015225,0.972275,0.0125,PREPRODUCCION
23270,4,0.0356,0.944825,0.019575000000000002,DEVELOP
23272,8,0.0126875,0.9685625,0.01875,PRODUCCION
23280,8,0.014650000000000002,0.9496125,0.0357375,PRODUCCION
23282,4,0.0,0.997275,0.002725,QASERVER
23285,4,0.005475,0.98475,0.009775,QASERVER
23296,8,0.063,0.9104,0.026600000000000002,PRODUCCION
23308,4,0.001175,0.99375,0.0050750000000000005,PREPRODUCCION
23309,4,0.0050750000000000005,0.99025,0.004675,DEVELOP
23310,4,0.008975,0.9758,0.015225,PREPRODUCCION
23319,8,0.009575,0.971275,0.01915,PRODUCCION
23325,8,0.016012500000000002,0.957225,0.0267625,PRODUCCION
23328,8,0.021837500000000003,0.9459875,0.032175,PRODUCCION
23356,4,0.02305,0.963275,0.013675000000000001,PREPRODUCCION
23362,8,0.009775,0.976375,0.0138625,PRODUCCION
23367,16,0.0073750000000000005,0.9910625,0.0015,PRUEBAS
23368,4,0.00115,0.994575,0.004275,QASERVER
23369,4,0.043750000000000004,0.87695,0.07930000000000001,DEVELOP
23371,4,0.0050750000000000005,0.988275,0.0066500000000000005,PREPRODUCCION
23372,8,0.018525,0.9551625,0.026325,PRODUCCION
23382,4,0.032025000000000005,0.955875,0.012100000000000001,DEVELOP
23393,16,0.0011875,0.997375,0.001375,PRUEBAS
23399,4,0.15710000000000002,0.616275,0.22665000000000002,PREPRODUCCION
23402,4,0.03275,0.959075,0.008175,DEVELOP
23408,4,0.0066500000000000005,0.984775,0.008575000000000001,PREPRODUCCION
23411,4,0.017975,0.9687250000000001,0.013300000000000001,PREPRODUCCION
23417,4,0.005475,0.9867250000000001,0.0078000000000000005,QASERVER
23422,4,0.0050750000000000005,0.9836,0.011325,DEVELOP
23426,8,0.008,0.98575,0.00625,PRODUCCION
23428,4,0.0050750000000000005,0.98555,0.009375,QASERVER
23433,4,0.03515,0.9242250000000001,0.040625,DEVELOP
23444,4,0.0047,0.987475,0.007825,QASERVER
23446,4,0.0043,0.98395,0.01175,DEVELOP
23450,4,0.007025,0.9843500000000001,0.008625,DEVELOP
23465,16,0.0071875,0.99124375,0.0015625,PRUEBAS
23468,4,0.0285,0.960175,0.011325,DEVELOP
23483,4,0.0043,0.9844,0.011300000000000001,QASERVER
23487,4,0.025775000000000003,0.96055,0.013675000000000001,QASERVER
23490,8,0.012275000000000001,0.9615875,0.0261375,PRODUCCION
23491,8,0.0039125,0.9838125,0.012275000000000001,PRODUCCION
23492,8,0.0115125,0.97055,0.01795,PRODUCCION
23497,8,0.009187500000000001,0.969875,0.0209375,PRODUCCION
23503,4,0.029150000000000002,0.9227000000000001,0.048150000000000005,PREPRODUCCION
23508,4,0.007425,0.977325,0.01525,PREPRODUCCION
23511,8,0.01055,0.9716750000000001,0.017775,PRODUCCION
23526,4,0.013675000000000001,0.9757750000000001,0.01055,QASERVER
23541,16,0.00125,0.9974375,0.0013125,PRUEBAS
23548,8,0.0085875,0.974025,0.0173875,PRODUCCION
23551,4,0.00625,0.98395,0.0098,DEVELOP
23555,4,0.001575,0.99335,0.0050750000000000005,QASERVER
23557,16,0.005443750000000001,0.99318125,0.001375,PRUEBAS
23559,16,0.005875,0.992625,0.0014375,PRUEBAS
23566,4,0.00625,0.9871,0.0066500000000000005,QASERVER
23576,16,0.0071875,0.991375,0.0014375,PRUEBAS
23580,8,0.0103625,0.9685,0.0211375,PRODUCCION
23582,4,0.0015500000000000002,0.9922,0.00625,DEVELOP
23597,4,0.0577,0.8639,0.078375,DEVELOP
23599,4,0.017575,0.9711000000000001,0.011325,PREPRODUCCION
23606,16,0.0070625,0.99149375,0.0014375,PRUEBAS
23617,4,0.027350000000000003,0.9578,0.01485,DEVELOP
23625,4,0.001975,0.9906,0.007425,QASERVER
23627,4,0.028075000000000003,0.932125,0.039775000000000005,DEVELOP
23628,8,0.005262500000000001,0.979725,0.015012500000000002,PRODUCCION
23635,8,0.021875000000000002,0.9509875,0.027137500000000002,PRODUCCION
23636,4,0.023025,0.9601999999999999,0.016775,PREPRODUCCION
23639,16,0.0065625,0.992,0.001375,PRUEBAS
23641,4,0.012925,0.9620500000000001,0.025050000000000003,DEVELOP
23647,4,0.01525,0.974975,0.009775,QASERVER
23650,8,0.008,0.9769625,0.0150375,PRODUCCION
23651,4,0.016825,0.960075,0.023075000000000002,PREPRODUCCION
23653,8,0.012325000000000001,0.9708625,0.0168125,PRODUCCION
23656,8,0.0054875,0.978675,0.0158375,PRODUCCION
23661,8,0.0105375,0.97075,0.018725000000000002,PRODUCCION
23662,4,0.003125,0.9878750000000001,0.009000000000000001,DEVELOP
23675,4,0.0066500000000000005,0.983225,0.010125,PREPRODUCCION
23684,8,0.0060375,0.9844,0.0095625,PRODUCCION
23687,16,0.0010625,0.9979375,0.001,PRUEBAS
23689,4,0.016050000000000002,0.96985,0.014100000000000001,PREPRODUCCION
23692,4,0.021875000000000002,0.94845,0.029675,DEVELOP
23698,4,0.032425,0.954675,0.0129,DEVELOP
23705,4,0.12955,0.5772,0.29325,DEVELOP
23727,8,0.01855,0.953325,0.028125,PRODUCCION
23729,4,0.031200000000000002,0.938375,0.030425,QASERVER
23738,4,0.025725,0.95125,0.023025,QASERVER
23741,16,0.00275,0.9960625,0.0011250000000000001,PRUEBAS
23742,4,0.0050750000000000005,0.9828250000000001,0.012100000000000001,QASERVER
23743,4,0.0023250000000000002,0.991,0.0066500000000000005,DEVELOP
23745,8,0.015625,0.951375,0.033,PRODUCCION
23751,16,0.0075,0.9906874999999999,0.00175,PRUEBAS
23763,4,0.014425,0.9762,0.00935,QASERVER
23767,8,0.016012500000000002,0.959175,0.0248125,PRODUCCION
23771,4,0.00235,0.9957,0.0019500000000000001,PREPRODUCCION
23776,4,0.003125,0.98905,0.007825,DEVELOP
23786,4,0.023875,0.94365,0.032475000000000004,QASERVER
23789,4,0.0019500000000000001,0.9957,0.00235,QASERVER
23792,4,0.0035250000000000004,0.98905,0.007425,DEVELOP
23815,4,0.01325,0.97075,0.016,QASERVER
23818,16,0.001,0.9976875,0.0011875,PRUEBAS
23822,4,0.00115,0.99455,0.0043,QASERVER
23826,4,0.00625,0.9879,0.00585,QASERVER
23835,4,0.020300000000000002,0.958225,0.021475,PREPRODUCCION
23842,16,0.001,0.998,0.001,PRUEBAS
23847,8,0.0105375,0.9726625,0.016800000000000002,PRODUCCION
23848,4,0.00545,0.9879,0.0066500000000000005,DEVELOP
23849,8,0.017775,0.9515625,0.030662500000000002,PRODUCCION
23857,4,0.0316,0.9571000000000001,0.011300000000000001,DEVELOP
23858,4,0.0379,0.92265,0.03945,QASERVER
23878,4,0.032875,0.953425,0.0137,DEVELOP
23881,4,0.029750000000000002,0.92485,0.0454,DEVELOP
23900,8,0.01035,0.97285,0.016800000000000002,PRODUCCION
23902,4,0.025325,0.938,0.036675,QASERVER
23905,4,0.015975,0.9575,0.026525,QASERVER
23946,4,0.0227,0.94835,0.02895,PREPRODUCCION
23948,8,0.011325,0.9754,0.013275,PRODUCCION
23965,4,0.00625,0.98395,0.0098,PREPRODUCCION
23967,16,0.0014375,0.9970625,0.0014375,PRUEBAS
23968,8,0.0082,0.9746125,0.0171875,PRODUCCION
23973,4,0.0015500000000000002,0.995325,0.003125,QASERVER
23981,16,0.0011250000000000001,0.997625,0.0011250000000000001,PRUEBAS
23984,16,0.001375,0.99725,0.0013125,PRUEBAS
23986,4,0.101175,0.592975,0.30585,DEVELOP
23995,8,0.0221125,0.9479625,0.029937500000000002,PRODUCCION
23999,16,0.0072562500000000005,0.99118125,0.0015,PRUEBAS
24029,16,0.0011250000000000001,0.99775,0.0011250000000000001,PRUEBAS
24033,4,0.016800000000000002,0.975,0.0082,QASERVER
24034,4,0.03245,0.897125,0.0704,PREPRODUCCION
24052,8,0.0105375,0.9602125,0.02925,PRODUCCION
24053,16,0.0029375,0.99575,0.00125,PRUEBAS
24055,4,0.035875000000000004,0.9333,0.030825,QASERVER
24058,16,0.003375,0.995125,0.0014375,PRUEBAS
24059,16,0.0014375,0.9971875,0.0013125,PRUEBAS
24060,4,0.008175,0.98205,0.00975,DEVELOP
24069,4,0.007025,0.976575,0.0164,DEVELOP
24075,4,0.00235,0.992575,0.0050750000000000005,PREPRODUCCION
24078,4,0.0051,0.9914000000000001,0.0035250000000000004,QASERVER
24079,4,0.0086,0.988675,0.002725,DEVELOP
24080,16,0.003,0.996,0.0009375,PRUEBAS
24091,4,0.001175,0.99335,0.005475,QASERVER
24099,4,0.016825,0.96675,0.016425000000000002,PREPRODUCCION
24114,4,0.0039000000000000003,0.989475,0.0066500000000000005,QASERVER
24115,4,0.0004,0.99255,0.007050000000000001,QASERVER
24121,4,0.005475,0.9812000000000001,0.013325,DEVELOP
24123,16,0.0068125,0.99168125,0.0014375,PRUEBAS
24139,4,0.005475,0.982775,0.01175,DEVELOP
24151,16,0.0013125,0.9975,0.0011250000000000001,PRUEBAS
24157,8,0.01585,0.9569625,0.0271875,PRODUCCION
24166,4,0.011725000000000001,0.977725,0.01055,DEVELOP
24171,4,0.014450000000000001,0.972675,0.012875000000000001,QASERVER
24172,4,0.02305,0.962875,0.014075,PREPRODUCCION
24180,16,0.0011250000000000001,0.9975,0.0013125,PRUEBAS
24207,4,0.018000000000000002,0.97105,0.01095,QASERVER
24211,4,0.015225,0.97735,0.007425,QASERVER
24214,4,0.021500000000000002,0.95265,0.02585,QASERVER
24216,4,0.0019500000000000001,0.9914000000000001,0.0066500000000000005,DEVELOP
24223,8,0.017775,0.9521625,0.030075,PRODUCCION
24233,4,0.0172,0.972225,0.010575000000000001,QASERVER
24235,16,0.0072562500000000005,0.99130625,0.0014375,PRUEBAS
24247,4,0.0035250000000000004,0.987475,0.009000000000000001,QASERVER
24251,8,0.0050750000000000005,0.980275,0.014650000000000002,PRODUCCION
24254,4,0.030100000000000002,0.957025,0.012875000000000001,DEVELOP
24258,4,0.019525,0.95665,0.023825000000000002,PREPRODUCCION
24259,4,0.0008,0.99335,0.00585,PREPRODUCCION
24260,8,0.0050750000000000005,0.9804875,0.014425,PRODUCCION
24265,4,0.001175,0.994525,0.0043,QASERVER
24274,4,0.007025,0.989075,0.0039000000000000003,QASERVER
24278,4,0.013275,0.97735,0.009375,QASERVER
24281,4,0.0050750000000000005,0.9871,0.0078000000000000005,DEVELOP
